title	fact
Alligator Eats Girl Taking Photograph?	Video shows a woman getting eaten by an alligator while posing for a photograph along a riverbank.
Alligator Gar in Oklahoma	Photographs show an 8’10”, 327-lb. alligator gar caught at Broken Bow Lake in Oklahoma.
Alligators Given as Gifts	Alligators given as gifts escape.
Allman Brothers: ‘Eat a Peach’	The Allman Brothers Band’s album title Eat a Peach is a reference to Duane Allman’s fatal motorcycle accident.
Altoids	Chomping a few Altoids just before providing oral sex elevates the recipient’s experience to the “out of this world” category.
Alton Sterling Killed by Trump Supporter Robert Kinnison	Alton Sterling was shot and killed by Louisiana police officer (and Donald Trump supporter) Robert Kinnison.
Alton Sterling: Longtime Criminal and Gang Member?	Alton Sterling was a member of the Bloods gang and had a lengthy criminal record.
Aluminum Foil Locking Tabs	Boxes of aluminum foil commonly include lock tabs to help hold the rolls in place.
Alyssa Bruno	E-mail requests birthday cards for  Alyssa Bruno, a 5-year-old girl who is battling diffuse pontine glioma.
Amanda in Longview Trafficking Claim	A woman named Amanda spared her child from blatant human trafficking agents in a checkout line.
Amazing Behind-the-Back Tennis Return	Video shows an amazing behind-the-back return by Japanese tennis player Yoshihito Nishioka.
Amazing Eagle Story – Freedom & Jeff	Photographs show Freedom, an injured bald eagle nursed back to health by a cancer survivor.
Amazing Grace	Having survived a horrific storm, a slave trader promptly gave up his livelihood, became a Christian, and penned the hymn ‘Amazing Grace’ in thanksgiving.
Amazon Book Order Cancellation Scam	Amazon.com is sending out notifications of canceled  orders for non-existent books.
Amazon Issues Credits in e-Book Settlement	Amazon is issuing credits to many customers due to the settlement of an e-book lawsuit.
Amazon Rain Forest Petition	The Brazilian Congress is about to vote on a bill that would reduce the size of the Amazon rain forest by 50%.
Amazon.com and Intifada.com	On-line bookseller Amazon.com is partnered with the web site Intifada.com.
Amber Alert: Andrea Montoya	A 3-year-old girl named Andrea Montoya is missing from a hotel in Gatlinburg, Tennessee.
America Sings Death	A hostess working the America Sings attraction was crushed to death by a rotating wall.
American Airlines	American Airlines ticket confirmation.
American Ambassador in Libya Raped and Killed	The American ambassador in Libya was raped and murdered during an attack on the U.S. Consulate.
American Cancer Society Hoax	For every forwarded copy of an e-mail received, the American Cancer Society will donate three cents to cancer research.
American Flag House	Photograph shows a house painted in protest by its owner after he was barred from displaying a U.S. flag in his yard.
American Legislator Wants Canadians Banned from Driving in USA	American legislator John Grumpart wants to ban Canadians from driving on U.S. roads.
American Pediatricians Issue Statement That Transgenderism Is ‘Child Abuse’?	The U.S.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.
American Psychiatric Association Classifies Taking of 'Selfies' as a Mental Disorder	The American Psychiatric Association has classified the taking of ‘selfies’ as a mental disorder.
American Psychiatric Association Condones Pedophilia	The American Psychiatric Association condones pedophilia and says it is normal to be sexually attracted to children.
American Samoa Minimum Wage	House Speaker Nancy Pelosi is linked to the provision of wage and tax breaks for companies in American Samoa.
American Teen Survives Three Terrorist Attacks	A young Mormon missionary has survived three terrorist attacks in three countries.
American-Born JPL Scientist Forced to Unlock a NASA Phone by U.S. Customs and Border Protection?	CBP seized the phone of American-born JPL scientist Sidd Bikkannavar and demanded access to its stored data.
Amero Coins	The U.S. has been producing the “Amero” coins, money to be used by an economic union of the USA, Canada, and Mexico.
Amero Notes	The U.S. has been producing Amero notes, currency to be used by an economic union of the USA, Canada, and Mexico.
Amina Lawal	Amina Lawal, a Nigerian woman, has been sentenced to death by stoning for committing adultery.
Amputee Legend	A badly injured soldier tells his parents about his lifestyle-altering injuries under the guise of presenting them as a tragedy that befell a friend.
Amy Schumer to Star in an All-Female Remake of Saving Private Ryan?	Amy Schumer will lead an all-female cast in a remake of Saving Private Ryan
Amy Stockton – Kaleb Andrew Owens	Mother seeks medical help for her son, 10-year-old Kaleb Owens, a boy in a minimally conscious state.
An Asteroid Will Not “Cause Disaster” on Christmas Eve	An asteroid will hit earth on Christmas Eve.
An Internet Flower for You Virus	An Internet Flower for You
An Open Letter to President Obama – Jon Voight	Actor Jon Voight penned an open letter to President Obama.
An Open Letter to President Obama – Lou Pritchett	Lou Pritchett penned an “open letter” to President Obama.
An Open Letter to Procter and Gamble	Letter to a Procter & Gamble executive complains about company’s feminine pad packaging.
An Open Letter to the Dixie Chicks	A Navy airman wrote ‘An Open Letter to the Dixie Chicks.’
Andrew Lincoln Death Hoax	Actor Andrew Lincoln died in a car crash in February 2017.
Andy Rooney on Everything	A list compiles Andy Rooney's wry observations on a variety of topics.
Andy Rooney on What He’s Learned	List compiles Andy Rooney’s observations on what he’d learned.
Andy Rooney on the French	Commentator Andy Rooney delivered a “the French have not earned the right to protest against the U.S.” piece on TV’s 60 Minutes.
Andy Rooney’s Political Views	A transcript reproduces '60 Minutes' commentator Andy Rooney's explaining his political views.
Andy Rooney’s Tips for Telemarketers	Tips recommended by Andy Rooney will reduce the amount of telemarketing phone calls and junk mail you receive.
Andy’s Coming!	Shouting 'Andy's coming!' to Toy Story characters at Disney theme parks will cause them to stop and drop.
Angel Priest Rescues Girl	An angel disguised as a priest saved a critically injured girl, then vanished.
Angel Tree	In 2003, President and Mrs. Bush helped hand out Christmas presents to children of inmates.
Angelina Jolie Death Hoax	Angelina Jolie committed suicide in August 2016.
Angelina Jolie and Israel	Angelina Jolie said she hates Israel and wants “those people” eradicated.
Angelina Jolie to Send All Six Children Back to an Orphanage	After breaking up with Brad Pitt, Angelina Jolie decided to return her adopted children to orphanages in order to focus on her career.
Angels Flying Over Brazil?	A video clip captures two angels flying over Brazil.
Angels Prevent Rape	Christian girl who prays for protection while walking home late one night is saved by two angels who keep her safe from rape.
Angry Atheists Ban the Bible?	Atheists are trying to ban Bibles from all hotel rooms.
Animal Testing Conducted by MAC Cosmetics?	A photograph shows MAC Cosmetics testing its products on a group of cats.
Ann Coulter Arrested for Using Women’s Bathroom	Ann Coulter was arrested for using the women's bathroom.
Ann Coulter Refuses to Board Airplane With Black Pilot	Ann Coulter refused to stay aboard an airplane piloted by a black woman.
Anna Kostenko Photorealistic Paintings	Slideshow presents photorealistic paintings by an artist named Anna Kostenko.
Anna Svidersky Death	E-mail reproduces news account of the stabbing death of 17-year-old Anna Svidersky.
Anne Wortham — No He Can’t	Dr. Anne Wortham wrote “No He Can’t,” an editorial critical of Barack Obama.
Annie Glenn	Article details efforts of John Glenn's wife to overcome stuttering.
Annie Jacobsen ‘Terror in the Skies’	Passengers encountered by reporter on airline flight were proved to be terrorists making a dry run at assembling a bomb on-board.
Anonymous Donor Pays $2.5 Million to Release Everyone Arrested at Dakota Access Pipeline?	An anonymous donor contributed $2.5 million to bail out protesters arrested at the Dakota Access Pipeline.
Anonymous OpKKK	Anonymous has discovered evidence that numerous politicians have Ku Klux Klan connections.
Another Birth Control Death – Nicole Dishuk	E-mail describes the death of a woman from blood clots associated with her use of birth control pills.
Another TSA Outrage	TSA confiscated nail clippers from a U.S. soldier returning from Afghanistan on a flight full of armed soldiers.
Another ‘Amazing’ 2018 Calendar Quirk?	Two observances important to Christianity fall on Valentine's Day and April Fools' Day in 2018.
Answer Carried into Exam	Answer Carried into Exam
Answering Your Questions About the 2017 Tax Bill	We investigate an assortment of claims about the 2017 tax bill and its provisions.
Answering Your Questions About the 2017 Total Solar Eclipse	We check an assortment of claims about the 2017 total solar eclipse over North America.
Antarctic Wave	Photographs show ice formations in Lake Huron created by waves of water freezing in midair.
Anthony Hopkins Death Hoax	Actor Anthony Hopkins has died.
Anthony Parkin	A little boy named Anthony Parkin, dying of leukemia, sent a message out on the Internet asking people to keep forwarding it so that some small part of him would live forever.
Anthony Southern	A man named Anthony Southern is wanted by police for beating a 17-month-old child.
Anthony Weiner Placed in Protective Custody — Will Turn State’s Evidence Against Hillary?	Anthony Weiner was placed in protective custody until he can testify against Hillary Clinton.
Anthrax Mailings	In the autumn of 2001, fear of exposure to anthrax delivered by mail ran high.
Anti-Gay Sign at Rite Aid	A Rite Aid store posted a sign prohibiting “same-sex activity.”
